Sentence,Idiom,NumOfWordsBetween,BetweenPOS,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG,Usage
and i keep tell he yeah oliver but the day that you know some nicaraguan unity group appear and it be evident that it have get everybody in it that be the day i will begin to believe that this thing have a future,have_future,1,['AT0'],NN1,DT0,,,1,44,0.438952381,I
martin tweedle head of heckmondwike grammar kirklees be under no illusion if labour 's manifesto be to be believe we do not really have a future,have_future,1,['AT0'],AV0,XX0,,,1,26,0.1882,I
the sale have the complete support of the wellcome board and john robb chief executive of wellcome say that the board believe wellcome have an excellent future as an independent global pharmaceutical group,have_future,2,"['AT0', 'AJ0']",NP0,VVD,PRP,AT0,1,33,0.522956522,I
he miss just one game that season because of a dose of flu and be regard as have a fine future,have_future,2,"['AT0', 'AJ0']",CJS,VVN,,,1,21,-0.069230769,I
he add educationally the school seem to have a future,have_future,1,['AT0'],TO0,VVZ,,,1,10,0.448,I
a brave risk-taker who be young enough to have a big future,have_future,2,"['AT0', 'AJ0']",TO0,AV0,,,1,12,0.472142857,I
some east berlin enterprise though grotesquely overman under the old regime have good technology and promising future,have_future,4,"['AJ0', 'NN1', 'CJC', 'AJ0']",NN1,AJ0,,,1,17,0.036090909,I
it be then i begin to believe i might have a future as an artist,have_future,1,['AT0'],VM0,PNP,PRP,AT0,1,15,0.159,I
we have no future together,have_future,1,['AT0'],PNP,,AV0,,1,5,-0.035,I
he have the potential to have a very bright future in the game,have_future,3,"['AT0', 'AV0', 'AJ0']",TO0,NN1,PRP,AT0,1,13,0.316,I
the sensitive girl have a bright future after kissing and make up he add,have_future,2,"['AT0', 'AJ0']",NN1,AJ0,PRP-CJS,NN1-VVG,1,14,0.214555556,I
move out certainly shape as though he have a future at the winter game on he reappearance in a very hot race over two mile at haydock early in the month,have_future,1,['AT0'],PNP,CJS,PRP,AT0,1,31,-0.1234,I
ferguson believe the unwanted break have benefit a player who still only 21 have a great future,have_future,2,"['AT0', 'AJ0']",CRD,AV0,,,1,17,-0.055,I
if as it seem the mere sight of a policeman be enough to deter many potential law breaker then sam short for speed and aggression moderator look likely to have a successful future,have_future,2,"['AT0', 'AJ0']",TO0,AJ0,,,1,33,0.387857143,I
do building society have a future,have_future,1,['AT0'],NN2,NN1,,,1,6,0.1536,I
with we long tradition of effective management and careful attention to quality we have a bright future as an independent company,have_future,2,"['AT0', 'AJ0']",PNP,NN1,PRP,AT0,1,21,0.5105,I
they feel that they have no future towards which to strive,have_future,1,['AT0'],PNP,CJT,PRP,DTQ,1,11,0.2898,I
i do not envy they they individual future which seem dull or trivial to i but i do envy the fact they have future at all whereas i have none or at least not one to which i could look forward with any confidence,have_future,0,[],PNP,NN1,PRP,DT0,2,44,0.071363636,I
chris have such a bright future,have_future,3,"['DT0', 'AT0', 'AJ0']",NP0,,,,1,6,0.229,I
no disrespect to grimsby they be a good club and a fine footballing side but i still believe i have a future at the high level he say yesterday,have_future,1,['AT0'],PNP,VVB,PRP,AT0,1,29,0.117933333,I
because of the money the walk raise kid like i daughter have a future,have_future,1,['AT0'],NN1,DPS,,,1,14,0.4526,I
he be a great leader and although he have do so much he still have a great future in front of he,have_future,2,"['AT0', 'AJ0']",AV0,PNP,PRP,NN1,1,22,0.22725,I
the side have also weld together emotionally and some of the player who go to argentina have a great future in the game,have_future,2,"['AT0', 'AJ0']",NP0,PRP,PRP,AT0,1,23,0.375705882,I
we never have a future,have_future,1,['AT0'],AV0,PNP,,,1,5,-0.1135,I
the society 's vision of the sort of institution it would like to be in the future if it have a future be another problem,have_future,1,['AT0'],PNP,CJS,VBZ,DT0,2,25,0.268,I
broadly-based company without differentiated product have no future he say,have_future,1,['AT0'],NN2,AJ0,PNP,VVZ,1,10,-0.0155,I
if it fail to get it finance in order greece have a black future,have_future,2,"['AT0', 'AJ0']",NP0,NN1,,,1,14,0.027,I
in the circumstance bosnia 's government seem to have no future,have_future,1,['AT0'],TO0,VVZ,,,1,11,0.382571429,I
on the other side be the manager of enterprise who think they have a commercial future,have_future,2,"['AT0', 'AJ0']",PNP,VVB,,,2,16,0.348,I
that they do have a secure future together,have_future,2,"['AT0', 'AJ0']",VDB,PNP,AV0,,1,8,0.1696,I
scottish tv come first launch on the enthusiasm of roy thomson who have difficulty con-vince scottish backer that itv have a bright future,have_future,2,"['AT0', 'AJ0']",NP0,CJT,,,1,23,0.368285714,I
consequently readmission have little future as a general indicator of outcome even though the increasing ease with which this index may be calculate by use computerized patient admission data base/basis be a strong attraction,have_future,1,['DT0'],NN1,AV0,PRP,AT0,1,34,0.279555556,I
the reason i be here be i have be friend with jake ever since we meet over a beer or three in germany during i jam day i admire he as a lyricist and i think the group have a valid future,have_future,2,"['AT0', 'AJ0']",NN1,AT0,,,1,42,0.37665,I
and the general tenor of he appraisal of the history of the movement after the pioneer be that producer co-operation have be a vexatious distraction and would have little worthwhile future,have_future,2,"['DT0', 'AJ0']",VM0,CJC,,,1,31,0.395904762,I
have pass seven cse be at school she say i reckon that if i have a future then computer study be where it would be,have_future,1,['AT0'],PNP,CJS,AV0,NN1,1,25,0.2864,I
they say he could have a future when he be finish he study,have_future,1,['AT0'],VM0,PNP,CJS,PNP,1,13,0.1252,I
in say this i be say little more than that history more or less as we have know it will continue in the future if humanity have a future,have_future,1,['AT0'],NN1,CJS,,,2,29,0.0522,I
i be perfectly certain indeed i do not think any one can doubt this that we party on the old line will never have any future again in this country,have_future,1,['DT0'],AV0,VM0,AV0,PRP,1,30,0.353,I
i be not sure that you will agree with i but i have no doubt about it we parry on the old line will have no future in the life of this country hear hear,have_future,1,['AT0'],VM0,NN2,PRP,AT0,2,35,0.348176471,I
the convent high school thus have no independent future and indeed discussion have already take place with the local authority for the possible redevelopment of the site,have_future,2,"['AT0', 'AJ0']",AV0,NN1,CJC,AV0,1,27,0.437173913,I
there be no longer any need to ask whether the whole discipline of criticism have a future,have_future,1,['AT0'],NN1,PRF,,,1,17,0.583545455,I
those who have to live with the legacy of cold war do not necessarily have a future that be any clear or simple than those who inherit the remains of hitler 's europe four and a half decade early,have_future,1,['AT0'],AV0,XX0,CJT-DT0,VBD,1,39,0.404375,I
they tell i i have an academic future a considerable future,have_future,2,"['AT0', 'AJ0']",PNP,PNP,AT0,AJ0,2,11,-0.3235,I
it be the scientist not the literary intellectual as c. p. snow remind we who have the future in they bone,have_future,1,['AT0'],PNQ,PNP,PRP,DPS,1,21,0.472916667,I
it be not easy to see the future for the art of jewellery it may even be consider that as an art it have not a future,have_future,2,"['XX0', 'AT0']",PNP,NN1,,,2,27,0.319642857,I
paramagnetic material be unimportant from an engineering point of view and diamagnetic material may have a future the present however belong to the ferromagnetic group and above all to the most important representative of the group the various alloy of iron,have_future,1,['AT0'],VM0,NN2,AT0,NN1,1,41,0.426833333,I
you also know that when a company like hewlett-packard announce that inkjet technology be the large research and development project it have ever undertake except for risc processor the technology have a bright future,have_future,2,"['AT0', 'AJ0']",NN1,AT0,,,1,34,0.296578947,I
and you know the objective for we be to see where we be go to be able to encourage we staff to realize that as a that we have a future,have_future,1,['AT0'],PNP,CJT,,,1,31,0.4265625,I
we most successful player at peachtree be eoghan o'connell a young irishman who have a future which ought to be the equal of claydon 's,have_future,1,['AT0'],PNQ,NN1,DTQ,VM0,1,25,0.4274,I
that we be really talk about the re the reign of god and how in fact god 's plan be not in operation with people starving and people have not a future they c they can anticipate,have_future,2,"['XX0', 'AT0']",NN0,CJC,PNP,UNC,1,37,0.30575,I
he have a future she remark and i have a past so we should be all right,have_future,1,['AT0'],PNP,,PNP,VVD,1,17,0.113285714,I
he leave school in manchester to go into training as a farmer but after three year decide that he have no future in farming,have_future,1,['AT0'],PNP,CJT,PRP,NN1,1,24,0.113466667,I
maybe i have a big faggot future,have_future,3,"['AT0', 'AJ0', 'NN1']",PNP,AV0,,,1,7,-0.0586,I
do not look so wistful there will be another time for bamburgh he say quietly and she wonder why he be talk as if they have a future together,have_future,1,['AT0'],PNP,CJS,AV0,,1,29,0.293416667,I
be design by a small three-man team financial and organizational support need to be forthcoming if bso be to have an assured future,have_future,2,"['AT0', 'AJ0']",TO0,VBZ,,,2,23,0.288153846,I
i be confident scottish nuclear have a long-term future and that it will continue to be one of scotland 's good engineering company,have_future,2,"['AT0', 'AJ0']",AJ0,AJ0,CJC,CJT,1,23,0.359333333,I
we be determine to ensure that nuclear generation have a significant future within an integrated and balanced energy policy,have_future,2,"['AT0', 'AJ0']",NN1,AJ0,PRP,AT0,1,19,0.148833333,I
mr denton go on to explain that the traditional heavy railway may not have a future except for journey between the main population centre,have_future,1,['AT0'],XX0,VM0,CJS,PRP,2,24,0.297529412,I
like the unit in pembrokeshire it have do that because it believe that it can satisfy the secretary of state on four point first that such a move would show benefit for patient secondly that it would improve management capability thirdly that clinician would be involved in management and fourthly that the trust have a future of financial soundness,have_future,1,['AT0'],NN1,AT0,PRF,AJ0,1,59,0.427125,I
we have make it absolutely clear that we be determine that plymouth should have a good future,have_future,2,"['AT0', 'AJ0']",VM0,NP0,,,1,17,0.403,I
hon. member tell we that rural service emergency service call box and provision for the blind and disabled would all have an uncertain future under privatisation yet in each case the future have be good thanks to the privatised industry and the regulatory world that we have create,have_future,0,[],PNP,CJT,,,2,48,0.166636364,I
we have a common economic future in this world and we all share that too,have_future,3,"['AT0', 'AJ0', 'AJ0']",PNP,,PRP,DT0,1,15,0.222,I
i be sure that they will have a tremendous future,have_future,2,"['AT0', 'AJ0']",VM0,PNP,,,1,10,0.25925,I
it therefore have a long-term future,have_future,2,"['AT0', 'AJ0']",AV0,PNP,,,1,6,-0.1135,I
they have no future because of the policy of the government,have_future,1,['AT0'],PNP,,CJS,PRF,1,11,0.46125,I
only an agriculture industry set free within the framework of market force operate more closely to supply and demand will have a secure and prosperous future,have_future,4,"['AT0', 'AJ0', 'CJC', 'AJ0']",VM0,NN1-VVB,,,1,26,0.284210526,I
british coal have an excellent future,have_future,2,"['AT0', 'AJ0']",NN1,AJ0,,,1,6,-0.06575,I
defensively too donegal be often a shambles leave donal reid and martin shovlin to ponder if they still have a future at this level,have_future,1,['AT0'],AV0,PNP,PRP,DT0,1,24,0.197,I
i be rather devastate when she tell i she be move to crieff as she make major contribution to the work of the library here she have a long-term future and she personality make many friend for the library among we user,have_future,2,"['AT0', 'AJ0']",PNP,AV0,CJC,DPS,1,42,0.323652174,I
express he backing for rafsanjani 's presidential candidacy on may 7 1989 khamenei declare that rafsanjani 's candidacy revive the hope that we nation will have a much bright future ahead of it,have_future,3,"['AT0', 'AV0', 'AJC']",VM0,NN1,AV0,PRF,1,33,0.377529412,I
we have the future in we hand,have_future,1,['AT0'],PNP,,PRP,DPS,1,7,0.307,I
and he say if rocastle feel he have no future at leeds he should ask for a transfer,have_future,1,['AT0'],PNP,VVD,PRP,NP0,1,18,0.319571429,I
if he seriously think he have no future at leeds united then he have the right to move,have_future,1,['AT0'],PNP,VVZ,PRP,NP0,1,18,0.368555556,I
if i take on an artist for example i need to think they will have a future,have_future,1,['AT0'],VM0,PNP,,,1,17,0.300888889,I
this argument will only fail to apply to two close-together point on the same vertical line = constant such point will have converging future but distinct past,have_future,1,['AJ0'],VM0,NN2,CJC,AJ0,1,27,0.100263158,I
if electric car be go to have a significant future we have to find a clean way to generate electricity,have_future,2,"['AT0', 'AJ0']",TO0,VVG,PNP,VHB,1,20,0.488466667,I
environmentalist support to some extent by bush 's democrat opponent bill clinton counter that the logging industry have no long-term future due to the rapid depletion of the forest,have_future,2,"['AT0', 'AJ0']",NN1,NN1,AJ0,PRP,1,29,0.247190476,I
